10003,2,2,128,129591
10003,3,2,337,458385
10003,3,2,231,349627
10003,5,4,540,551998
10003,4,2,374,518789
10003,2,2,214,393321
10003,3,2,198,385612
10003,3,2,129,180128
10003,3,2,233,328432
10003,2,2,207,252093
10003,3,2,232,266543
10003,3,2,211,284268
10003,3,3,442,497904
10003,4,3,417,675307
10003,4,3,413,601930
10003,4,3,266,304431
10003,3,2,336,382166
10003,3,2,180,194107
10003,3,2,184,262936
10003,3,2,391,441399
10003,3,2,277,312658
10003,3,2,153,250985
10003,3,2,297,534857
10003,1,1,207,194228
10003,3,3,223,253393
10003,4,3,552,736699
10003,3,2,148,180799
10003,4,2,368,466148
10003,4,2,354,473534
10003,3,2,205,196473
10003,3,2,307,430531
10003,4,3,361,655904
10003,3,2,331,289022
10003,4,3,268,286758
10003,3,2,197,369005
10003,2,2,240,266420
10003,5,3,416,776669
10003,4,2,300,412397
10003,3,2,202,220870
10003,4,3,503,554946
10003,5,3,283,324704
10003,4,3,547,653809
10003,2,2,174,183580
10004,3,3,341,589205
10004,2,1,158,333021
10004,3,3,573,2650976
10004,2,1,261,272093
10004,3,3,313,710568
10004,3,2,270,695030
10004,3,3,495,1684507
10004,2,2,156,287007
10004,3,2,222,330242
10004,2,1,118,233287
10005,3,2,301,693810
10005,3,2,276,726524
10005,1,1,125,335083
10005,3,2,316,652729
10005,4,4,470,996447
10005,4,3,547,1282619
10005,4,5,1028,2069289
10005,4,3,551,1282886
10005,4,3,512,836664
10005,3,2,293,660933
10005,2,2,307,902797
10005,4,3,531,975635
10005,3,2,220,493494
10005,3,2,293,673047
10005,4,3,953,1976724
10005,4,4,566,1310834
10005,4,3,260,595370
10005,4,4,657,1427486
10005,2,1,164,394818
10005,4,3,568,1421949
10005,4,4,739,1604973
10005,2,3,255,385805
10005,2,2,164,359236
10005,4,4,487,894790
10005,4,4,439,807422
10005,3,3,368,1044120
10005,2,1,216,704755
10005,3,3,459,1049875
10005,4,3,419,777886
10005,2,2,158,181616
10005,1,1,135,407637
10005,3,1,255,626600
10005,3,3,273,519094
10005,2,1,214,270275
10005,4,2,402,627992
10005,3,3,346,553987
10005,3,3,476,1172829
10005,3,2,263,613798
10005,3,3,248,436057
10005,3,2,233,429173
10005,2,2,243,323867
10005,3,3,274,489826
10005,6,3,543,789495
10005,2,1,204,398883
10005,3,3,476,959333
10005,3,3,428,1025483
10005,4,3,505,674760
10005,2,1,191,229569
10005,3,2,233,441122
10005,5,4,1299,2267149
10005,2,1,178,202699
10005,3,3,403,672894
10005,3,2,357,768865
10005,10,11,936,1276326
10005,3,2,131,270546
10005,5,3,510,567512
10005,3,2,155,328720
10005,3,2,300,471163
10006,4,2,340,703033
10006,3,2,376,795737
10006,5,3,593,788827
10007,3,3,753,1463453
10007,3,2,243,366492
10007,3,2,259,389666
10007,3,2,182,400763
10007,3,1,129,212202
10007,3,2,207,345683
10007,4,2,349,563530
10007,3,2,316,402841
10007,3,2,356,535689
10007,3,2,217,349745
10007,4,4,750,1462380
10007,2,2,321,213682
10007,4,2,414,536278
10007,3,2,282,417935
10008,3,3,325,899444
10008,4,2,192,476248
10008,3,2,395,1063707
10008,2,3,271,719396
10008,2,3,240,626845
10008,3,2,224,991278
10008,2,2,184,465882
10008,3,3,539,1321563
10008,2,2,222,708465
10008,3,3,309,811511
10008,2,2,272,524322
10008,3,2,350,1069006
10008,3,3,281,673676
10008,3,2,291,938589
10009,3,3,724,2676287
10010,3,4,428,2024866
10010,3,3,663,2680639
10010,3,2,274,1011738
10010,0,1,64,424222
10010,3,3,462,1754886
10010,2,3,417,1380312
10010,3,3,376,1081498
10010,2,1,140,1102668
10010,4,4,951,4535844
10010,3,3,431,1640430
10010,2,2,199,953293
10010,3,2,297,839589
10011,3,1,217,637122
10011,3,3,365,775843
10011,4,3,428,870394
10011,4,2,498,944777
10011,4,2,384,610444
10011,7,5,546,631816
10011,2,2,232,384865
10011,4,2,265,242736
10011,3,2,340,688620
10011,2,2,336,828756
10011,3,5,673,2453374
10011,3,3,382,945621
10011,3,2,366,595875
10011,4,2,385,650217
10011,4,3,532,1077531
10011,2,2,173,184967
10011,3,2,202,417719
10011,2,2,163,284923
10011,5,3,478,542726
10011,3,2,389,1532088
10011,3,2,235,511960
10011,3,3,304,427497
10011,4,2,347,1187912
10011,4,2,315,612454
10011,2,2,169,251075
10011,3,4,753,1711161
10011,4,4,1250,3223748
10011,4,2,368,492382
10011,2,2,176,415624
10011,3,2,253,488494
10011,3,3,564,1297113
10011,3,2,245,464422
10011,3,1,166,294242
10011,4,2,341,633468
10012,2,1,153,175150
10012,3,1,222,261007
10012,2,2,145,163706
10012,3,2,194,225226
10013,3,3,538,1341457
10013,3,2,313,685790
10013,3,3,302,714031
10013,1,1,98,172414
10013,3,2,353,784236
10013,3,2,209,510772
10013,2,2,116,186500
10013,2,2,119,191563
10013,2,2,133,213676
10013,2,2,175,281083
10013,2,2,188,301465
10013,2,2,257,363938
10013,3,2,367,1387430
10013,3,3,605,1158570
10013,2,1,127,422566
10013,2,2,233,458788
10013,3,2,352,792816
10013,2,1,90,344413
10013,3,2,315,627908
10013,6,7,781,1828021
10013,3,2,244,542420
10014,4,5,957,1912921
10014,3,2,328,931971
10014,4,3,1295,2666300
10014,4,4,432,1065096
10014,2,3,430,939282
10014,4,2,305,495150
10014,4,3,569,1627142
10014,3,2,359,788778
10014,3,4,642,1524828
10014,2,1,181,590830
10014,3,2,384,1241674
10015,3,2,465,1059058
10015,2,1,129,523867
10015,2,2,157,354245
10015,3,2,221,504484
10015,4,3,563,1032133
10015,3,2,302,617103
10015,3,3,387,1015697
10015,3,2,376,924671
10015,2,2,248,546336
10015,3,2,277,868666
10015,2,2,267,586081
10015,3,2,238,589715
10015,1,1,117,527175
10015,3,2,194,481967
10015,3,2,137,386323
10015,3,2,337,710737
10015,3,1,243,535104
10015,3,2,235,598273
10015,3,2,155,318410
10015,4,2,286,635817
10016,2,2,144,503086
10016,3,2,325,962415
10016,3,3,414,838585
10016,4,4,302,513037
10016,1,1,97,634769
10016,5,3,453,1670187
10016,3,2,269,541438
10016,3,2,364,682083
10016,2,2,105,601657
10017,3,3,312,622668
10017,3,3,292,606127
10017,3,2,388,975244
10017,3,2,373,1114108
10017,4,2,397,1168908
10017,3,2,265,841230
10017,3,2,271,690634
10017,2,3,228,413347
10018,4,5,709,995341
10018,3,2,190,325237
10018,3,3,684,1146425
10019,2,2,220,1344916
10019,2,2,284,1866514
10019,4,5,953,3433451
10020,3,2,222,640164
10020,3,2,364,1323823
10020,5,4,226,902294
10020,4,2,263,860417
10020,4,4,473,2346474
10021,3,3,288,257912
10021,4,2,505,223881
10021,3,1,166,118569
10022,3,2,407,708696
10023,4,2,399,497146
10023,3,2,258,399800
10023,3,1,183,359691
10023,4,2,244,315879
10023,3,3,391,607326
10023,3,2,173,238561
10023,4,3,434,498436
10023,3,2,279,393303
10023,3,3,350,704459
10023,3,2,351,618135
10023,3,2,235,406127
10023,3,2,144,203849
10023,3,2,345,636084
10023,4,2,399,570350
10023,3,2,325,647575
10023,4,2,172,229600
10023,3,2,290,651740
10023,4,2,168,248763
10023,4,2,184,263811
10023,3,2,381,553153
10023,3,3,232,212921
10023,4,3,666,944150
10023,4,2,217,330892
10023,3,2,187,271177
10023,3,2,276,350361
10023,3,2,329,511381
10024,3,2,316,298386
10024,3,2,281,346793
10024,4,3,401,433225
10024,5,2,249,290262
10024,3,1,159,175666
10024,2,1,211,262766
10024,4,3,605,944404
10025,4,4,602,1238445
10025,2,2,184,470459
10025,3,3,319,776976
10025,3,2,378,864575
10025,3,2,272,721523
10025,3,3,269,540866
10025,4,3,262,834306
10025,4,2,329,771167
10025,4,3,341,690372
10025,3,3,297,723356
10025,4,3,283,572153
10025,4,3,378,764742
10026,3,2,349,947380
10027,4,2,498,436068
10028,5,3,404,352859
10028,4,2,213,249802
10028,4,2,407,368115
10029,1,1,89,81923
10030,3,2,245,163334
10031,3,1,212,69268
10032,3,1,195,280097
10033,4,2,225,211165
10033,2,2,192,279751
10033,4,4,522,1567233
10034,3,2,244,690719
10034,3,2,225,824023
10034,4,4,800,2035066
10034,2,1,76,63696
10034,3,2,315,249303
10034,3,3,403,1941163
10034,3,2,244,699844
10034,4,2,389,1292158
10034,3,2,351,1109764
10034,4,5,1105,11481481
10034,4,3,475,1627886
10034,3,2,348,993872
10035,2,2,214,463619
10036,2,2,377,1369333
10036,4,2,360,807629
10036,3,2,237,1037062
10036,3,2,501,2043281
10037,2,1,151,960106
10037,3,2,353,1039979
10037,3,2,328,879453
10037,3,3,285,1068237
10037,3,3,449,1402060
10037,3,2,234,765002
10037,2,2,233,525359
10037,3,3,572,1705789
10038,2,2,158,838457
10038,2,2,267,723836
10038,3,3,312,1115512
10038,3,3,462,2679671
10038,4,4,800,4282415
10038,2,3,401,1034019
10038,2,2,142,965186
10038,2,3,267,1144449
10038,5,4,569,4428663
10038,4,3,630,2208263
10038,3,3,317,1413499
10038,3,3,344,1514209
10039,3,2,430,968516
10039,3,2,497,1167234
10039,3,2,217,494365
10039,3,3,398,648143
10039,4,3,489,856974
10039,3,2,431,909484
10039,3,1,181,367955
10039,3,2,189,363037
10039,1,2,70,296833
10039,3,2,160,393933
10039,2,2,268,408233
10039,2,3,420,905368
10039,4,2,414,811111
10039,3,3,236,451439
10039,3,2,495,1250248
10040,5,4,781,2348610
10041,3,3,495,2557326
10041,2,2,274,322441
10041,3,3,398,1126806
10041,3,2,255,252347
10041,3,2,393,1074600
10041,2,2,210,394249
10042,4,2,432,888942
10042,2,2,160,165202
10042,5,4,549,1224514
10042,4,2,313,588343
10042,2,2,214,69985
10042,3,2,382,1252353
10042,3,2,259,534097
10042,2,2,173,32642
10042,4,3,319,363676
10042,2,1,241,716305
10042,3,3,356,550733
10042,3,2,214,359222
10042,3,2,224,537520
10043,3,3,796,2100916
10043,3,2,227,742260
10044,3,2,314,791526
10045,3,3,278,1295444
10045,4,3,595,1749929
10045,3,2,211,571758
10045,3,2,262,572242
10045,3,3,460,1289920
10045,2,2,19,102568
10045,3,3,241,494458
10045,5,3,403,448802
10045,6,3,354,548423
10045,3,2,185,362251
10046,2,2,148,1626940
10047,3,3,323,885879
10047,2,2,266,1231372
10048,3,2,237,732812
10049,4,2,262,310725
10049,3,2,391,490518
10049,3,3,246,221279
10050,5,6,685,3721812
10050,3,3,596,2655799
10050,3,2,268,881238
10051,2,2,233,181838
10051,3,2,423,1235102
10052,3,3,354,2051865
10053,3,3,367,933188
